,lemma,pos,freq
127861,"('site', 'hebben')","('obj', 'ccomp')",1
127862,"('filmman', 'die')","('nsubj', 'ROOT')",1
127863,"('goed', 'filmman')","('amod', 'nsubj')",1
127864,"('waard', 'vet')","('amod', 'ROOT')",1
127865,"('goed', 'danser')","('amod', 'xcomp')",3
127866,"('danspas', 'doen')","('obj', 'ROOT')",2
127867,"('groen', 'licht')","('amod', 'obj')",3
127868,"('lichtgevend', 'skelet')","('amod', 'ROOT')",1
127869,"('Jasper', 'schriken')","('nsubj', 'ROOT')",1
127870,"('aardig', 'vrouw')","('amod', 'nsubj')",3
127871,"('vrouw', 'laten')","('nsubj', 'ROOT')",5
127872,"('bed', 'wijzen')","('obj', 'ROOT')",1
127873,"('brouwsel', 'brouwen')","('obj', 'xcomp')",1
127874,"('Jasper', 'wakker')","('nsubj', 'xcomp')",1
127875,"('hahahahaha', 'oppeuzelen')","('obj', 'conj')",1
127876,"('lief', 'hobby')","('amod', 'ROOT')",2
127877,"('lego', 'spelen')","('nsubj', 'ROOT')",1
127878,"('starwar', 'hebben')","('obj', 'ROOT')",1
127879,"('hondentouw', 'hebben')","('obj', 'conj')",1
127880,"('hondentouw', 'laten')","('obj', 'conj')",1
127881,"('vader', 'krijgen')","('nsubj', 'conj')",2
127882,"('vliegtuig', 'denken')","('nsubj', 'ROOT')",4
127883,"('tegenovergesteld', 'zijn')","('nsubj', 'ROOT')",1
127884,"('Ow', 'wachten')","('nsubj', 'ROOT')",2
127885,"('nee', 'wachten')","('obj', 'ROOT')",2
127886,"('cowboymuts', 'betekenen')","('nsubj', 'ROOT')",1
127887,"('zij', 'gaan')","('nsubj', 'ROOT')",1
127888,"('winkel', 'oplopen')","('obj', 'ROOT')",2
127889,"('cadea', 'kopen')","('obj', 'conj')",1
127890,"('hoi', 'zeiden')","('nsubj', 'conj')",1
127891,"('cadeau', 'gingen')","('nsubj', 'ROOT')",1
127892,"('kerstman', 'roepen')","('nsubj', 'xcomp')",1
127893,"('kind', 'zien')","('obj', 'ccomp')",2
127894,"('avond', 'gaan')","('nsubj', 'conj')",1
127895,"('elf', 'werken')","('nsubj', 'xcomp')",1
127896,"('elf', 'gaan')","('nsubj', 'conj')",1
127897,"('rendier', 'laten')","('obj', 'ROOT')",1
127898,"('kerstman', 'vallen')","('nsubj', 'ccomp')",1
127899,"('kerstman', 'blijven')","('nsubj', 'ROOT')",1
127900,"('kerstman', 'hielpen')","('obj', 'conj')",1
127901,"('ambulance', 'belden')","('obj', 'ROOT')",3
127902,"('kerstman', 'komen')","('nsubj', 'ccomp')",3
127903,"('elf', 'komen')","('nsubj', 'conj')",1
127904,"('hobby', 'skateboard')","('nsubj', 'ROOT')",1
127905,"('rug', 'open')","('nsubj', 'conj')",1
127906,"('heel', 'rug')","('amod', 'nsubj')",1
127907,"('Hertengeweien', 'sparen')","('obj', 'ROOT')",1
127908,"('mooi', 'ding')","('amod', 'ccomp')",1
127909,"('pauze', 'kort')","('nsubj', 'ROOT')",3
127910,"('zijn', 'ferhal')","('cop', 'ROOT')",1
127911,"('legerkamp', 'zitten')","('nsubj', 'ROOT')",1
127912,"('soldaat', 'hebben')","('nsubj', 'ROOT')",2
127913,"('basis', 'gaan')","('obj', 'conj')",1
127914,"('1', 'horen')","('obj', 'ROOT')",1
127915,"('man', 'trainen')","('nsubj', 'ROOT')",1
127916,"('fiets', 'voortzetten')","('obj', 'conj')",4
127917,"('gebouw', 'lopen')","('obj', 'ROOT')",1
127918,"('landingbaan', 'nodig')","('nsubj', 'ROOT')",1
127919,"('drie', 'verliezen')","('nsubj', 'conj')",1
127920,"('zijn', 'Stijn')","('cop', 'ROOT')",1
127921,"('fiets', 'samen')","('obj', 'ROOT')",1
127922,"('nieuw', 'pannenkoekenrestaurant')","('amod', 'obl')",1
127923,"('kledingzaak', 'hebben')","('obj', 'ROOT')",2
127924,"('eigen', 'kledingzaak')","('amod', 'obj')",2
127925,"('luxe', 'stalol')","('amod', 'conj')",1
127926,"('zeil', 'hangen')","('obj', 'ROOT')",1
127927,"('tikker', 'gaan')","('obj', 'ROOT')",4
127928,"('ring', 'opduiken')","('obj', 'conj')",1
127929,"('hè', 'denken')","('nsubj', 'ROOT')",1
127930,"('Romy', 'hing')","('nsubj', 'ROOT')",1
127931,"('Romy', 'denken')","('nsubj', 'ROOT')",2
127932,"('juf', 'denken')","('obj', 'ROOT')",1
127933,"('Romy', 'roepen')","('nsubj', 'ROOT')",1
127934,"('chillen', 'vinden')","('obj', 'ROOT')",2
127935,"('kamp', 'gaan')","('nsubj', 'conj')",1
127936,"('ZOVER', 'IS')","('nsubj', 'ROOT')",1
127937,"('METEEN', 'ELINE')","('amod', 'ROOT')",1
127938,"('spits', 'maken')","('nsubj', 'conj')",1
127939,"('heel', 'keeper')","('amod', 'obj')",3
127940,"('Po', 'heten')","('nsubj', 'conj')",1
127941,"('tikkertje', 'doen')","('obj', 'ccomp')",2
127942,"('papegaai', 'praten')","('obj', 'conj')",1
127943,"('babyhond', 'heten')","('nsubj', 'conj')",1
127944,"('puppy', 'heten')","('obj', 'conj')",2
127945,"('normaal', 'gevoel')","('amod', 'ROOT')",1
127946,"('gevoel', 'gewoon')","('obj', 'ROOT')",1
127947,"('Joost', 'liggen')","('nsubj', 'ROOT')",1
127948,"('capsule', 'staan')","('nsubj', 'ROOT')",1
127949,"('Joost', 'stappen')","('nsubj', 'ROOT')",1
127950,"('capsule', 'stappen')","('obj', 'ROOT')",1
127951,"('zijn', 'wc')","('cop', 'ROOT')",3
127952,"('museum', 'voetballen')","('nsubj', 'ROOT')",1
127953,"('schoen', 'voetballen')","('obj', 'ROOT')",1
127954,"('voetbahast', 'schoen')","('amod', 'obj')",1
127955,"('bladzijde', 'behalen')","('obj', 'ROOT')",1
127956,"('één', 'bladzijde')","('amod', 'obj')",1
127957,"('dik', 'kind')","('amod', 'parataxis')",1
127958,"('aller', 'eten')","('obj', 'ROOT')",1
127959,"('groots', 'hamburger')","('amod', 'obj')",1
127960,"('één', 'fles')","('amod', 'obj')",1
127961,"('oor', 'kleven')","('obj', 'ROOT')",1
127962,"('gespierd', 'man')","('amod', 'obl')",1
127963,"('ambulance', 'komen')","('nsubj', 'ccomp')",2
127964,"('kleding', 'bestellen')","('obj', 'xcomp')",1
127965,"('ruitenwisser', 'aan')","('nsubj', 'ROOT')",1
127966,"('bus', 'stopen')","('nsubj', 'ROOT')",1
127967,"('vechtspelle', 'doen')","('obj', 'ccomp')",1
127968,"('kind', 'mobiel')","('nsubj', 'conj')",2
127969,"('Spaaiki', 'heten')","('obj', 'ROOT')",1
127970,"('kraag', 'hebben')","('obj', 'conj')",1
127971,"('dik', 'kraag')","('amod', 'obj')",1
127972,"('commando', 'leren')","('obj', 'ROOT')",5
127973,"('straf', 'liggen')","('obj', 'ROOT')",1
127974,"('eigen', 'hut')","('amod', 'obl')",1
127975,"('waar', 'zeggen')","('obj', 'ROOT')",2
127976,"('Yasmin', 'zeggen')","('nsubj', 'ROOT')",2
127977,"('Veerle', 'pakken')","('nsubj', 'ROOT')",1
127978,"('diamant', 'halen')","('obj', 'ROOT')",1
127979,"('diamant', 'vinden')","('obj', 'ROOT')",2
127980,"('Yasmin', 'pakken')","('nsubj', 'ROOT')",1
127981,"('Veerle', 'zeggen')","('nsubj', 'ROOT')",2
127982,"('Veerle', 'zeggen')","('obj', 'ROOT')",1
127983,"('ijs', 'neem')","('obj', 'ROOT')",2
127984,"('elk', 'goed')","('nsubj', 'ROOT')",1
127985,"('nicht', 'komen')","('obj', 'conj')",1
127986,"('kind', 'betalen')","('nsubj', 'conj')",1
127987,"('beltegoed', 'betalen')","('obj', 'conj')",6
127988,"('buiten', 'worden')","('nsubj', 'ROOT')",1
127989,"('binnen-', 'worden')","('nsubj', 'ROOT')",1
127990,"('laat', 'zwemjuf')","('amod', 'xcomp')",1
127991,"('gebouw', 'willen')","('obj', 'conj')",1
127992,"('eigen', 'gebouw')","('amod', 'obj')",1
127993,"('2', 'wedstrijd')","('amod', 'ROOT')",2
127994,"('rest', 'gelijk')","('nsubj', 'ROOT')",1
127995,"('remko', 'hebben')","('nsubj', 'ROOT')",1
127996,"('poep', 'laten')","('obj', 'conj')",4
127997,"('Remko', 'hebben')","('nsubj', 'conj')",1
127998,"('voer', 'geven')","('nsubj', 'conj')",1
127999,"('smstaal', 'hoeven')","('nsubj', 'ccomp')",1
128000,"('telefoonnummer', 'vergeten')","('obj', 'conj')",4
128001,"('menu', 'nemen')","('obj', 'xcomp')",1
128002,"('Manouk', 'jarig')","('nsubj', 'ROOT')",1
128003,"('allerliefst', 'worden')","('obj', 'xcomp')",2
128004,"('modeontwerpster', 'leuk')","('nsubj', 'ROOT')",1
128005,"('kapsalon', 'kopen')","('obj', 'xcomp')",1
128006,"('eigen', 'kapsalon')","('amod', 'obj')",4
128007,"('plat', 'plek')","('amod', 'obl')",1
128008,"('onbewoond', 'eiland')","('amod', 'advcl')",1
128009,"('zelfgemaakt', 'kampvuur')","('amod', 'obl')",1
128010,"('kleren', 'eten')","('obj', 'ROOT')",1
128011,"('schoon', 'kleren')","('amod', 'obj')",3
128012,"('raar', 'man')","('amod', 'advcl')",1
128013,"('bijzonder', 'fabriek')","('amod', 'ROOT')",1
128014,"('bosbessen', 'zijn')","('nsubj', 'ROOT')",1
128015,"('hutt', 'zien')","('obj', 'ROOT')",1
128016,"('normaal', 'hutt')","('amod', 'obj')",1
128017,"(""Oempaloempa's"", 'zitten')","('nsubj', 'conj')",1
128018,"('Lisa', 'moeten')","('nsubj', 'ROOT')",1
128019,"('bladzijde', 'lezen')","('obj', 'ccomp')",1
128020,"('bees', 'kruipt')","('nsubj', 'ROOT')",1
128021,"('zwart', 'bees')","('amod', 'nsubj')",1
128022,"('boek', 'vallen')","('obj', 'ccomp')",1
128023,"('hart', 'gaan')","('nsubj', 'ROOT')",6
128024,"('zijn', 'oorkruiper')","('cop', 'ROOT')",1
128025,"('zijn', 'doodbang')","('cop', 'ROOT')",1
128026,"('vette', 'spin')","('amod', 'ROOT')",1
128027,"('hart', 'gaan')","('obj', 'xcomp')",1
128028,"('melding', 'komen')","('nsubj', 'ROOT')",3
128029,"('vader', 'praatte')","('nsubj', 'ROOT')",1
128030,"('raam', 'breken')","('nsubj', 'conj')",2
128031,"('flits', 'zien')","('obj', 'conj')",2
128032,"('flits', 'volgen')","('obj', 'xcomp')",1
128033,"('zwart', 'cape')","('amod', 'obl')",1
128034,"('vriendin', 'geloofen')","('nsubj', 'ROOT')",1
128035,"('cape', 'terugtrekken')","('obj', 'conj')",1
128036,"('zijn', 'babydinosaurus')","('cop', 'ROOT')",1
128037,"('lief', 'babydinosaurus')","('amod', 'ROOT')",1
128038,"('gruwelijk', 'monster')","('amod', 'ROOT')",1
128039,"('zijn', 'gifgroen')","('cop', 'ROOT')",1
128040,"('stipop', 'hebben')","('obj', 'conj')",2
128041,"('eng', 'hoofd')","('amod', 'obj')",1
128042,"('gifgroen', 'vacht')","('amod', 'obl')",1
128043,"('Mo', 'eng')","('nsubj', 'conj')",1
128044,"('tomaat', 'eten')","('obj', 'ROOT')",2
128045,"('Mo', 'eng')","('nsubj', 'ROOT')",1
128046,"('Cesi', 'jaar')","('nsubj', 'ROOT')",1
128047,"('zijn', 'blijst')","('cop', 'ROOT')",1
128048,"('droom', 'kamer')","('nsubj', 'ROOT')",1
128049,"('automatisch', 'kamer')","('amod', 'nmod')",1
128050,"('digitaal', 'bord')","('amod', 'conj')",1
128051,"('pinda', 'krijgen')","('obj', 'ROOT')",1
128052,"('woord', 'omzetten')","('obj', 'xcomp')",1
128053,"('paar', 'maken')","('nsubj', 'conj')",1
128054,"('appel', 'zeggen')","('nsubj', 'ROOT')",4
128055,"('raar', 'manier')","('amod', 'ROOT')",1
128056,"('appel', 'vallen')","('obj', 'xcomp')",2
128057,"('appel', 'weg')","('nsubj', 'conj')",1
128058,"('hond', 'snuffelde')","('nsubj', 'ROOT')",1
128059,"('appel', 'opeten')","('obj', 'xcomp')",1
128060,"('appellien', 'pakken')","('obj', 'conj')",1
128061,"('zijn', '5:00')","('cop', 'ROOT')",3
128062,"('frikadel', 'hebben')","('obj', 'ROOT')",1
128063,"('mats', 'zijn')","('nsubj', 'ROOT')",1
128064,"('bek', 'schon')","('nsubj', 'ROOT')",1
128065,"('zijn', 'schon')","('cop', 'ROOT')",2
128066,"('oorbel', 'krijgen')","('obj', 'conj')",2
128067,"('oorbel', 'staan')","('nsubj', 'conj')",1
128068,"('heel', 'oorbel')","('amod', 'nsubj')",1
128069,"('mooi', 'oorbel')","('amod', 'nsubj')",1
128070,"('lampion', 'Donald')","('nsubj', 'ROOT')",1
128071,"('zijn', 'Donald')","('cop', 'ROOT')",2
128072,"('oog', 'maken')","('obj', 'conj')",1
128073,"('hond', 'gek')","('nsubj', 'ROOT')",5
128074,"('Tomtom', 'gebruiken')","('nsubj', 'ROOT')",1
128075,"('hondenbrokk', 'geven')","('obj', 'xcomp')",1
128076,"('zacht', 'voer')","('amod', 'obj')",1
128077,"('stad', 'open')","('nsubj', 'ROOT')",1
128078,"('jong', 'T-shirt')","('amod', 'conj')",1
128079,"('rood', 'T-shirt')","('amod', 'conj')",1
128080,"('ketting', 'verkopen')","('obj', 'ROOT')",1
128081,"('echt', 'ketting')","('amod', 'obj')",1
128082,"('goud', 'ketting')","('amod', 'obj')",1
128083,"('mevrouw', 'houden')","('nsubj', 'ROOT')",1
128084,"('ring', 'pakken')","('obj', 'ROOT')",3
128085,"('burgermeester', 'komen')","('nsubj', 'ROOT')",1
128086,"('goud', 'pen')","('amod', 'conj')",1
128087,"('clan', 'gevecht')","('nsubj', 'ROOT')",1
128088,"('clan', 'beginnen')","('obj', 'ROOT')",1
128089,"('spel', 'bepalen')","('nsubj', 'ROOT')",1
128090,"('ster', 'hebben')","('obj', 'conj')",3
128091,"('ster', 'winnen')","('obj', 'conj')",1
128092,"('veel', 'verbeteren')","('obj', 'ROOT')",1
128093,"('clan', 'maken')","('obj', 'conj')",1
128094,"('stadhuis', 'level')","('nsubj', 'conj')",1
128095,"('stadhuis', 'maken')","('obj', 'ROOT')",1
128096,"('het', 'sterk')","('nsubj', 'conj')",1
128097,"('dier', 'behandel')","('obj', 'conj')",1
128098,"('sigaret', 'Gooi')","('obj', 'ROOT')",1
128099,"('milal', 'halen')","('obj', 'ROOT')",1
128100,"('Romain', 'halen')","('obj', 'ROOT')",1
128101,"('favoriet', 'aap')","('nsubj', 'ROOT')",1
128102,"('klein', 'mensaapjes')","('amod', 'xcomp')",1
128103,"('achteruit-salto', 'kunnen')","('obj', 'ROOT')",1
128104,"('één', 'brug')","('nsubj', 'ROOT')",1
128105,"('gewoon', 'brug')","('amod', 'ROOT')",1
128106,"('zijn', 'allerklein')","('cop', 'ROOT')",1
128107,"('handschoent', 'hebben')","('obj', 'ROOT')",1
128108,"('grip', 'hebben')","('obj', 'ROOT')",2
128109,"('pols', 'krijgen')","('obj', 'conj')",1
128110,"('heel', 'pols')","('amod', 'obj')",1
128111,"('rood', 'pols')","('amod', 'obj')",1
128112,"('zweethand', 'krijgen')","('obj', 'ROOT')",2
128113,"('gewoon', 'brug')","('amod', 'obl')",1
128114,"('blar', 'krijgen')","('obj', 'ROOT')",2
128115,"('dubbel', 'flikflak')","('amod', 'conj')",2
128116,"('overslag', 'kunnen')","('obj', 'ROOT')",1
128117,"('boch', 'kunnen')","('obj', 'ROOT')",1
128118,"('smal', 'balk')","('amod', 'obl')",1
128119,"('LK', 'afkorting')","('nsubj', 'ROOT')",1
128120,"('Sem', 'willen')","('nsubj', 'ROOT')",2
128121,"('Saar', 'bellen')","('nsubj', 'xcomp')",1
128122,"('salto', 'maken')","('obj', 'conj')",11
128123,"('Vliegen', 'rijden')","('nsubj', 'ROOT')",1
128124,"('raam', 'zetten')","('obj', 'ROOT')",1
128125,"('twee', 'meemaken')","('obj', 'ROOT')",1
128126,"('naam', 'Mazzel')","('nsubj', 'ROOT')",1
128127,"('zijn', 'Mazzel')","('cop', 'ROOT')",1
128128,"('Silver', 'heten')","('obj', 'ROOT')",1
128129,"('kleuter', 'leren')","('nsubj', 'conj')",1
128130,"('dinosaurussen', 'dier')","('nsubj', 'ROOT')",1
128131,"('huis', 'vliegen')","('nsubj', 'ROOT')",4
128132,"('draak', 'overgaan')","('nsubj', 'ROOT')",1
128133,"('panda', 'uitsterven')","('nsubj', 'conj')",1
128134,"('panda', 'zijn')","('nsubj', 'conj')",1
128135,"('gebied', 'geven')","('obj', 'conj')",1
128136,"('dier', 'opeten')","('obj', 'conj')",2
128137,"('Vieto', 'heten')","('nsubj', 'ROOT')",1
128138,"('Vieto', 'gaan')","('nsubj', 'ROOT')",1
128139,"('Vieto', 'bekendstaan')","('nsubj', 'ROOT')",1
128140,"('Vieto', 'stout')","('nsubj', 'ROOT')",1
128141,"('Vieto', 'overlaten')","('obj', 'xcomp')",1
128142,"('stof', 'zuigen')","('obj', 'ccomp')",1
128143,"('ziek', 'dier')","('amod', 'nmod')",1
128144,"('dier', 'schoppen')","('obj', 'conj')",2
128145,"('Jil', 'hebben')","('nsubj', 'ROOT')",1
128146,"('Zw', 'gaan')","('nsubj', 'ROOT')",1
128147,"('Jil', 'bang')","('nsubj', 'ROOT')",1
128148,"('braaf', 'knul')","('amod', 'ROOT')",1
128149,"('waf', 'blij')","('nsubj', 'ROOT')",1
128150,"('erwt', 'hebben')","('obj', 'ROOT')",1
128151,"('mayonaise', 'hebben')","('obj', 'conj')",1
128152,"('wijn', 'hebben')","('obj', 'conj')",1
128153,"('rood', 'wijn')","('amod', 'obj')",1
128154,"('zijn', 'bellen')","('cop', 'conj')",1
128155,"('telefoon', 'cool')","('nsubj', 'xcomp')",2
128156,"('ander', 'telefoon')","('amod', 'conj')",2
128157,"('sok', 'krijgen')","('obj', 'ROOT')",1
128158,"('raar', 'sok')","('amod', 'obj')",1
128159,"('kleinen', 'kooi')","('amod', 'ROOT')",1
128160,"('zijn', 'meivakantie')","('cop', 'conj')",1
128161,"('raar', 'geluid')","('amod', 'ROOT')",5
128162,"('zijn', 'Kimmie')","('cop', 'ROOT')",1
128163,"('actie', 'voorbij')","('nsubj', 'xcomp')",1
128164,"('verzameling', 'krijgen')","('obj', 'ccomp')",1
128165,"('smurf', 'meesturen')","('obj', 'xcomp')",1
128166,"('spannend', 'boek')","('amod', 'nsubj')",3
128167,"('beweging', 'oefenen')","('obj', 'xcomp')",1
128168,"('dansvriendin', 'hebben')","('obj', 'ROOT')",1
128169,"('pas', 'verzinnen')","('obj', 'ROOT')",1
128170,"('plezier', 'groetjes')","('obj', 'ROOT')",1
128171,"('wachten', 'denken')","('nsubj', 'ROOT')",1
128172,"('ezel', 'zitten')","('nsubj', 'conj')",1
128173,"('Turks', 'deel')","('amod', 'obl')",1
128174,"('Oma', 'vinden')","('nsubj', 'ROOT')",1
128175,"('zon', 'vinden')","('obj', 'ROOT')",6
128176,"('ouder', 'instellen')","('nsubj', 'ROOT')",1
128177,"('poedel', 'hebben')","('obj', 'ROOT')",3
128178,"('Wesly', 'heten')","('nsubj', 'ROOT')",1
128179,"('konijn', 'weten')","('obj', 'ROOT')",1
128180,"('hond', '17')","('nsubj', 'ROOT')",1
128181,"('gebeurtenis', 'weten')","('obj', 'ccomp')",1
128182,"('veel', 'vergeeten')","('obj', 'ROOT')",1
128183,"('gitaarles', 'hebben')","('obj', 'ROOT')",1
128184,"('Cito', 'oefenboek')","('nsubj', 'conj')",1
128185,"('opdracht', 'oefenboek')","('obj', 'conj')",1
128186,"('antwoord', 'schrijven')","('obj', 'ROOT')",1
128187,"('klein', 'schrift')","('amod', 'obl')",1
128188,"('zijn', 'Kiara')","('cop', 'ROOT')",1
128189,"('vriend', 'dit')","('nsubj', 'conj')",1
128190,"('doei', 'denken')","('obj', 'ROOT')",2
128191,"('zoeken', 'krijgen')","('obj', 'ROOT')",1
128192,"('touw', 'zitten')","('nsubj', 'conj')",1
128193,"('circus', 'stom')","('nsubj', 'ccomp')",1
128194,"('beetje', 'schrijven')","('obj', 'ROOT')",1
128195,"('nii', 'schrijf')","('obj', 'ROOT')",2
128196,"('bericht', 'lang')","('nsubj', 'xcomp')",1
128197,"('kaneel', 'doe')","('nsubj', 'ROOT')",1
128198,"('vlees', 'aangesmeerd')","('obj', 'ROOT')",1
128199,"('jong', 'prins')","('amod', 'nsubj')",1
128200,"('naam', 'Vlapy')","('nsubj', 'ROOT')",1
128201,"('zijn', 'Vlapy')","('cop', 'ROOT')",1
128202,"('Hontkapje', 'koek')","('nsubj', 'ROOT')",1
128203,"('Hontkapjen', 'komen')","('nsubj', 'conj')",1
128204,"('het', 'opstarten')","('obj', 'ROOT')",1
128205,"('ander', 'vallen')","('nsubj', 'conj')",5
128206,"('VVGZ', 'zitten')","('obj', 'ROOT')",1
128207,"('voetbal', 'populair')","('nsubj', 'ROOT')",2
128208,"('lievelingsvoetbalclub', 'Feyenoord')","('nsubj', 'ROOT')",1
128209,"('zijn', 'Feyenoord')","('cop', 'ROOT')",4
128210,"('harder', 'vliegen')","('nsubj', 'ROOT')",2
128211,"('geledig', 'geluid')","('amod', 'appos')",1
128212,"('hoger', 'vliegen')","('nsubj', 'ROOT')",1
128213,"('snel', 'land')","('amod', 'ROOT')",3
128214,"('Hoger', 'vliegen')","('nsubj', 'ROOT')",1
128215,"('kans', 'lopen')","('obj', 'conj')",1
128216,"('basket', 'neerhangen')","('obj', 'ROOT')",1
128217,"('stalen', 'deur')","('amod', 'conj')",1
128218,"('alarm', 'afgaan')","('obj', 'xcomp')",3
128219,"('taser', 'krijgen')","('obj', 'ROOT')",1
128220,"('Teuntje', 'heten')","('nsubj', 'ROOT')",2
128221,"('vader', 'noemen')","('nsubj', 'ROOT')",1
128222,"('één', 'kind')","('amod', 'ROOT')",2
128223,"('Klaartje', 'heetten')","('obj', 'ROOT')",1
128224,"('Janske', 'heetten')","('obj', 'ROOT')",1
128225,"('vier', 'kind')","('amod', 'nsubj:pass')",1
128226,"('Teuntje', 'zitten')","('nsubj', 'conj')",1
128227,"('piza', 'meenemen')","('obj', 'conj')",1
128228,"('Sardientje', 'heten')","('obj', 'ROOT')",1
128229,"('zijn', 'vriendje')","('cop', 'ROOT')",3
128230,"('Tom.', 'roepen')","('nsubj', 'ROOT')",2
128231,"('Sardientje', 'zeggen')","('nsubj', 'ROOT')",1
128232,"('zijn', 'doorgaan')","('cop', 'ROOT')",1
128233,"('Tom', 'vrolijk')","('nsubj', 'ROOT')",1
128234,"('verkeerd', 'antwoord')","('amod', 'obj')",1
128235,"('ezelsour', 'zette')","('obj', 'conj')",1
128236,"('schrijffout', 'maken')","('obj', 'conj')",2
128237,"('woordjes', 'kunnen')","('obj', 'xcomp')",1
128238,"('juf', 'snpen')","('nsubj', 'conj')",1
128239,"('zijn', 'plantjesmarken')","('cop', 'ROOT')",1
128240,"('zus', 'plagen')","('nsubj', 'conj')",1
128241,"('schaats', 'krijgen')","('obj', 'ROOT')",1
128242,"('nieuw', 'schaats')","('amod', 'obj')",2
128243,"('skiën', 'maken')","('obj', 'xcomp')",1
128244,"('oom', 'maken')","('obj', 'ROOT')",1
128245,"('kerstdiner', 'eten')","('obj', 'ROOT')",1
128246,"('hard', 'brood')","('amod', 'ROOT')",1
128247,"('leuk', 'bed')","('amod', 'ROOT')",1
128248,"('man', 'eten')","('nsubj', 'ROOT')",2
128249,"('ander', 'droom')","('amod', 'obj')",1
128250,"('droom', 'wat')","('nsubj', 'ROOT')",2
128251,"('auto', 'vliegen')","('nsubj', 'conj')",2
128252,"('geld', 'nodig')","('obj', 'ROOT')",5
128253,"('verslaving', 'moelijk')","('nsubj', 'ROOT')",1
128254,"('hap', 'maken')","('obj', 'conj')",5
128255,"('lekker', 'toe')","('amod', 'conj')",2
128256,"('lekker', 'kippenpoo')","('amod', 'conj')",1
128257,"('ontbijt', 'uitslapen')","('obj', 'conj')",1
128258,"('zaalvoetbal', 'doen')","('obj', 'xcomp')",1
128259,"('kluss', 'doen')","('obj', 'conj')",1
128260,"('Job', 'heten')","('nsubj', 'conj')",1
128261,"('Job', 'blij')","('nsubj', 'ROOT')",1
128262,"('Job', 'horen')","('nsubj', 'ROOT')",1
128263,"('kermis', 'opengaan')","('obj', 'ccomp')",1
128264,"('Job', 'lopen')","('nsubj', 'ROOT')",1
128265,"('Don', 'komen')","('nsubj', 'ROOT')",1
128266,"('Job', 'kleeden')","('nsubj', 'ROOT')",1
128267,"('Don', 'gaan')","('nsubj', 'ROOT')",4
128268,"('event', 'gaan')","('obj', 'ROOT')",1
128269,"('groot', 'bank')","('amod', 'obl')",2
128270,"('zijn', 'pluizig')","('cop', 'ccomp')",1
128271,"('Bobie', 'heten')","('obj', 'ROOT')",1
128272,"('school', 'uitzoeken')","('obj', 'ROOT')",1
128273,"('proefdag', 'doen')","('obj', 'conj')",1
128274,"('vriend', 'raken')","('obj', 'xcomp')",1
128275,"('vriend', 'kwijtraken')","('obj', 'xcomp')",1
128276,"('Ronald', 'heten')","('obj', 'ROOT')",1
128277,"('zijn', 'Ozzy')","('cop', 'ROOT')",1
128278,"('Leuk', 'naam')","('amod', 'ROOT')",1
128279,"('Ronald', 'zeggen')","('nsubj', 'ROOT')",2
128280,"('Russisch', 'kijken')","('obj', 'ROOT')",1
128281,"('oud', 'filmpjes')","('amod', 'ROOT')",1
128282,"('filmpje', 'leuk')","('nsubj', 'ROOT')",1
128283,"('oud', 'filmpje')","('amod', 'nsubj')",1
128284,"('nieuw', 'stom')","('nsubj', 'ROOT')",1
128285,"('nieuw', 'filmp')","('amod', 'ROOT')",1
128286,"('leven', 'bepalen')","('obj', 'ccomp')",1
128287,"('zaak', 'kijken')","('obj', 'ROOT')",1
128288,"('nieuw', 'zaak')","('amod', 'obj')",1
128289,"('haak', 'zijn')","('nsubj', 'ROOT')",2
128290,"('groot', 'haak')","('amod', 'nsubj')",1
128291,"('ding', 'besturen')","('obj', 'conj')",1
128292,"('jongen', 'meenemen')","('nsubj', 'ccomp')",1
128293,"('waterplas', 'komen')","('obj', 'ROOT')",1
128294,"('spel', 'duiken')","('obj', 'ROOT')",1
128295,"('tropisch', 'eiland')","('amod', 'nmod')",3
128296,"('laat', 'eind')","('amod', 'obl')",1
128297,"('broer', 'vermoorden')","('obj', 'conj')",1
128298,"('dorp', 'hebben')","('obj', 'ROOT')",2
128299,"('eigen', 'dorp')","('amod', 'obj')",4
128300,"('radiotoren', 'uitschakelen')","('nsubj', 'ROOT')",1
128301,"('vriend', 'redden')","('obj', 'conj')",1
128302,"('ander', 'kamp')","('amod', 'obl')",1
128303,"('hoop', 'losmaken')","('obj', 'ROOT')",1
128304,"('nach', 'slapen')","('obj', 'ROOT')",1
128305,"('zijn', 'speelgoedwinkel')","('cop', 'conj')",1
128306,"('pokémonkaart', 'kopen')","('obj', 'conj')",1
128307,"('gegen', 'eten')","('obj', 'ROOT')",1
128308,"('natuurlijk', 'spaghetti')","('amod', 'obj')",1
128309,"('Jaap', 'gaan')","('nsubj', 'ROOT')",5
128310,"('honderden', 'hebben')","('obj', 'ROOT')",1
128311,"('karper', 'ving')","('obj', 'ROOT')",1
128312,"('klein', 'karper')","('amod', 'obj')",3
128313,"('snoek', 'laten')","('obj', 'conj')",1
128314,"('vijver', 'maken')","('obj', 'ROOT')",2
128315,"('snoek', 'hebben')","('nsubj', 'ROOT')",1
128316,"('kikker', 'kwamen')","('nsubj', 'ROOT')",1
128317,"('zwang', 'vis')","('amod', 'obj')",1
128318,"('Loeki', 'hond')","('nsubj', 'ROOT')",1
128319,"('Loeki', 'zwart')","('nsubj', 'ROOT')",1
128320,"('normaal', 'brokk')","('amod', 'obj')",1
