lemma1,lemma2,freq
uur,toen,1
toen,staan,1
staan,ik,1
ik,op,1
op,ik,1
ik,zijn,2
zijn,meteen,1
meteen,gaan,1
gaan,tekenen,1
tekenen,om,1
om,elf,1
elf,uur,1
uur,gaan,3
gaan,ik,5
ik,ontbijten,1
ontbijten,om,1
om,twee,1
twee,uur,1
ik,werken,1
werken,aan,1
aan,mijn,1
mijn,spreekbeurt,1
spreekbeurt,over,1
over,Vincent,1
Vincent,van,1
van,Gogh,1
Gogh,we,1
we,hebben,1
hebben,de,1
de,PowerPoint,1
PowerPoint,maken,1
maken,nog,1
nog,even,1
even,doornemen,1
doornemen,en,1
en,toen,1
toen,om,1
om,drie,1
drie,uur,1
ik,met,2
met,mijn,1
mijn,moeder,2
moeder,naar,1
de,stad,1
stad,toen,1
gaan,cadeaut,1
cadeaut,kopen,1
kopen,voor,1
voor,de,4
de,surprise,2
surprise,we,1
we,zijn,3
nog,naar,2
de,Hema,1
Hema,zijn,1
zijn,daar,2
daar,hebben,3
hebben,mijn,1
moeder,een,1
een,panty,1
panty,kopen,1
kopen,wat,1
wat,onderbroe,1
onderbroe,en,1
een,majolete,1
majolete,voor,1
voor,mij,1
mij,we,1
zijn,bij,1
bij,de,1
de,Pipoos,1
Pipoos,zijn,1
daar,gaan,1
gaan,we,1
we,kijken,1
kijken,voor,1
de,verpakking,1
verpakking,van,1
van,de,1
surprise,daar,1
hebben,we,2
we,genoeg,1
genoeg,vinden,1
vinden,we,1
zijn,daarna,1
daarna,nog,1
naar,een,1
een,winkel,1
winkel,op,1
op,de,4
de,groot,1
groot,markt,1
markt,daar,1
we,een,1
een,cadeau,1
cadeau,kopen,1
kopen,toen,1
toen,zijn,1
zijn,we,1
we,om,1
om,vijf,1
vijf,uur,1
uur,weggegaan,1
weggegaan,dit,1
dit,zijn,1
zijn,mijn,1
mijn,vrij,1
vrij,dag,1
ik,vinden,5
vinden,het,3
het,wel,3
wel,zielig,2
zielig,vooral,1
vooral,voor,1
de,tijger,2
tijger,en,2
en,de,2
de,olifant,2
olifant,wand,1
wand,ik,1
ik,denken,3
denken,dat,3
dat,de,2
tijger,het,1
wel,irritant,1
irritant,vinden,1
vinden,dat,1
dat,ze,3
ze,steeds,1
steeds,tikken,1
tikken,krijgen,1
krijgen,met,1
met,een,1
een,zweep,1
zweep,en,1
olifant,worden,1
worden,steeds,1
steeds,berijden,1
berijden,maar,1
maar,ik,1
het,ook,1
ook,wel,2
zielig,dat,1
ze,in,1
in,klein,1
klein,hok,1
hok,worden,1
worden,stoppen,1
stoppen,maar,1
maar,voor,1
voor,pony,1
pony,en,1
en,hond,1
hond,vinden,1
vinden,ik,2
ik,het,1
het,niet,4
niet,zo,3
zo,zielig,1
zielig,want,1
want,ik,1
ze,het,1
wel,leuk,1
leuk,vinden,1
vinden,en,1
en,ook,1
wel,plezier,1
plezier,aan,1
aan,hebben,1
hebben,want,1
want,tijger,1
en,olifant,1
olifant,horen,1
horen,eigenlijk,1
eigenlijk,in,1
in,Afrika,1
Vogels,werken,1
werken,niet,1
niet,op,1
op,elektriciteit,1
elektriciteit,en,1
en,vliegtuig,2
vliegtuig,wel,1
wel,en,1
vliegtuig,kunnen,2
kunnen,boven,1
boven,de,1
de,wolk,1
wolk,en,1
en,vogel,2
vogel,niet,2
niet,vogel,1
vogel,kunnen,1
kunnen,een,1
een,nest,1
nest,maken,1
maken,en,1
een,vliegtuig,3
vliegtuig,niet,1
niet,en,2
vliegtuig,hebben,1
een,piloot,1
piloot,en,1
en,passagier,1
passagier,en,1
kunnen,wel,1
wel,1.000.000,1
1.000.000,kilo,1
kilo,weg,1
weg,en,1
een,vogel,1
vogel,25,1
25,gram,1
gram,veel,1
veel,weinig,1
vinden,tv-kijken,1
tv-kijken,heel,1
heel,leuk,2
leuk,maar,1
maar,buiten,1
buiten,spelen,1
spelen,ook,2
ook,dat,1
dat,doen,1
doen,ik,2
ik,dan,1
dan,met,1
met,Isa,2
Isa,mijn,1
mijn,vriendin,1
vriendin,zelf,1
zelf,speel,1
speel,ik,2
ik,eigenlijk,1
eigenlijk,bijna,1
bijna,altijd,1
altijd,binnen,1
binnen,dan,1
dan,doen,1
Isa,een,1
een,zelfverzonnen,1
zelfverzonnen,spel,1
spel,of,1
of,gaan,1
ik,tv-kijken,1
tv-kijken,maar,1
maar,we,1
we,spelen,1
ook,heel,1
heel,vaak,1
vaak,met,1
met,Pip,1
Pip,dat,1
zijn,het,2
het,hond,1
hond,van,1
van,Isa,1
Isa,dat,1
ik,heel,1
leuk,soms,1
soms,spring,1
spring,ik,1
ik,ook,2
ook,weleens,3
weleens,op,3
de,trampoline,1
trampoline,bij,1
bij,ons,1
ons,in,1
de,achtertuin,1
achtertuin,de,1
de,avond,1
avond,speel,1
op,het,2
het,veld,1
veld,want,1
want,we,2
we,wonen,1
wonen,bij,1
bij,een,1
een,veld,1
veld,die,1
die,liggen,1
liggen,vlak,1
vlak,voor,1
voor,ons,1
ons,ik,1
ik,schommel,1
schommel,ook,1
de,schommel,1
schommel,of,1
of,in,1
de,hangmat,2
hangmat,of,2
of,ik,1
ik,lezen,1
lezen,een,1
een,boek,1
boek,in,1
of,op,1
de,bank,1
bank,dat,1
zijn,ook,1
ook,superfijn,1
superfijn,ik,1
ik,speel,1
speel,ook,1
ook,vaak,1
vaak,op,1
op,mijn,1
mijn,kamer,1
kamer,dus,1
dus,ik,1
zijn,eigenlijk,1
eigenlijk,een,1
een,binnen-,1
binnen-,buitenkind,1
buitenkind,ik,1
vinden,beide,1
beide,goed,1
ik,gaan,1
gaan,je,1
je,wat,1
wat,tip,1
tip,geven,1
geven,over,1
over,schrijven,1
schrijven,Tip,1
Tip,1,1
1,=,1
=,voordat,1
voordat,je,1
je,beginnen,1
beginnen,met,1
met,schrijven,1
schrijven,denken,2
denken,erover,1
erover,na,1
na,Tip,1
Tip,2,1
2,=,1
=,doen,1
doen,de,1
de,titel,1
titel,als,1
als,laat,1
laat,Tip,1
Tip,3,1
3,=,1
=,denken,1
denken,om,2
om,het,1
het,alfabet,1
alfabet,Tip,1
Tip,4,1
4,=,1
=,als,1
als,je,2
je,schrijven,1
om,hoofdletter,1
hoofdletter,en,1
en,punt,1
punt,uitroepteken,1
uitroepteken,en,1
en,vraagteken,1
zijn,miljarde,1
miljarde,soort,1
soort,dier,1
dier,je,1
je,hebben,2
hebben,veel,1
veel,soort,2
soort,kat,1
kat,hond,1
hond,dolfijn,1
dolfijn,zoogdier,1
zoogdier,vis,1
vis,vogel,1
vogel,eend,1
eend,landdiear,1
landdiear,springdieren,1
springdieren,enzovoort,1
enzovoort,enzovoort,2
enzovoort,zo,1
zo,zien,1
zien,je,1
je,dat,1
dat,er,1
er,heel,2
heel,veel,3
soort,zijn,1
zijn,sommig,1
sommig,dier,2
dier,leven,3
de,zee,1
zee,ander,1
ander,op,1
het,land,1
land,en,1
en,er,1
er,leven,1
leven,ook,1
ook,dier,1
dier,in,1
de,lucht,1
lucht,er,1
nog,veel,1
veel,veel,1
veel,plek,1
plek,om,1
om,te,1
te,leven,1
leven,voor,1
voor,dier,1
dier,niet,1
niet,al,1
al,dier,1
in,al,1
al,land,1
land,sommig,1
leven,maar,1
maar,in,1
in,één,1
één,land,1
land,ander,1
ander,in,1
in,veel,1
veel,dan,3
dan,één,2
één,twee,1
twee,drie,1
drie,de,1
de,veel,1
veel,mens,1
mens,hebben,1
hebben,wel,1
wel,één,1
één,of,1
of,veel,1
veel,lievelingsdier/dieren,1
lievelingsdier/dieren,ik,1
ik,hebben,1
hebben,er,1
er,bijvoorbeeld,1
bijvoorbeeld,veel,1
één,het,1
zijn,er,1
veel,dus,1
dus,daarom,1
daarom,gaan,1
ik,ze,1
ze,nu,1
nu,niet,1
niet,opnoemen,1
opnoemen,of,1
of,opschrijven,1
niet,zielig,1
zielig,voor,1
de,dier,2
dier,want,1
want,het,1
zijn,leuk,1
leuk,om,1
om,naar,1
naar,te,1
te,uitkijken,1
uitkijken,maar,1
maar,dan,1
dan,mogen,1
mogen,ze,1
ze,een,1
een,dier,1
dier,maar,1
een,aantal,1
aantal,jaar,1
jaar,houden,1
houden,dan,1
dan,moeten,1
moeten,ze,1
ze,weer,1
weer,een,1
een,ander,1
ander,dier,1
dier,zoeken,1
zoeken,ik,1
dier,het,1
zo,erg,1
erg,vinden,1
vinden,als,1
als,ze,4
ze,maar,1
maar,eten,1
eten,krijgen,1
krijgen,of,1
of,als,1
ze,schoon,1
schoon,hokk,1
hokk,hebben,1
ze,hebben,1
hebben,geen,1
geen,gelijk,1
gelijk,want,1
we,krijgen,1
krijgen,heel,1
veel,taalles,1
taalles,en,1
en,spellingless,1
spellingless,veel,1
dan,dat,1
dat,je,1
je,typen,1
typen,maar,1
maar,als,2
je,echt,1
echt,super,1
super,veel,1
veel,smstaal,1
smstaal,gebruiken,1
gebruiken,dan,1
dan,zijn,1
zo,goed,1
goed,dus,1
dus,je,1
moeten,smstaal,1
smstaal,een,1
een,beetje,1
beetje,beperken,1
beperken,want,1
want,anders,1
anders,verleer,1
verleer,je,1
je,gewoon,1
gewoon,schrijven,1
schrijven,dat,1
niet,goed,1
goed,want,1
want,je,1
hebben,schrijven,1
schrijven,je,1
je,heel,1
heel,leven,1
leven,nodig,1
nodig,maar,1
maar,het,1
zijn,de,1
de,keuze,1
keuze,van,1
van,het,1
het,kind,1
kind,zelf,1
zelf,als,1
ze,smstaal,1
smstaal,willen,1
willen,gebruiken,1
gebruiken,doen,1
doen,ze,1
ze,dat,1
dat,maar,1
maar,maar,1
ze,laat,1
laat,niet,1
niet,veel,1
veel,kunnen,1
kunnen,spel,1
spel,en,1
en,schrijven,1
schrijven,zijn,1
zijn,dat,1
dat,hun,1
hun,eigen,1
eigen,schuld,1
